,target name,complex feature set,feature selection parameter 1,feature selection parameter 2,learner algorithm,training set RMSE,training set R^2,duality set RMSE,duality set R^2,test set RMSE,test set R^2,learner parameter dict
1,sigma,i_01cl,ii_random,des_random_2,iii_gbrt,0.002,0.999,0.000,0.752,0.000,0.740,"{'learning_rate': [0.1], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [50], 'n_estimators': [150]}"
2,sigma,i_01cl,ii_mlr,mlr_ff_multifinal,iii_lgbm,0.006,0.984,0.000,0.737,0.000,0.737,"{'learning_rate': [0.09], 'max_depth': [8], 'n_estimators': [160], 'num_leaves': [20]}"
3,sigma,i_01cl,ii_random,des_random_2,iii_lgbm,0.003,0.996,0.000,0.742,0.000,0.729,"{'learning_rate': [0.088], 'max_depth': [12], 'n_estimators': [300], 'num_leaves': [20]}"
4,sigma,i_01cl,ii_corr,150,iii_gbrt,0.008,0.974,0.000,0.752,0.000,0.727,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [110], 'max_leaf_nodes': [12], 'n_estimators': [130]}"
5,sigma,i_01cl,ii_random,des_random_7,iii_gbrt,0.008,0.972,0.000,0.748,0.000,0.723,"{'learning_rate': [0.11], 'max_depth': [6], 'max_features': [40], 'max_leaf_nodes': [8], 'n_estimators': [190]}"
6,sigma,i_01cl,ii_mlr,mlr_ff_multifinal,iii_gbrt,0.010,0.955,0.000,0.743,0.000,0.722,"{'learning_rate': [0.1], 'max_depth': [6], 'max_features': [20], 'max_leaf_nodes': [10], 'n_estimators': [110]}"
7,sigma,i_01cl,ii_corr,200,iii_lgbm,0.005,0.988,0.000,0.745,0.000,0.720,"{'learning_rate': [0.07], 'max_depth': [14], 'n_estimators': [200], 'num_leaves': [20]}"
8,sigma,i_01cl,ii_random,des_random_9,iii_gbrt,0.003,0.995,0.000,0.752,0.000,0.718,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [30], 'max_leaf_nodes': [14], 'n_estimators': [240]}"
9,sigma,i_01cl,ii_corr,200,iii_gbrt,0.008,0.970,0.000,0.751,0.000,0.717,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [115], 'max_leaf_nodes': [10], 'n_estimators': [150]}"
10,sigma,i_01cl,ii_random,des_random_8,iii_gbrt,0.002,0.999,0.000,0.728,0.000,0.717,"{'learning_rate': [0.12], 'max_depth': [6], 'max_features': [20], 'max_leaf_nodes': [26], 'n_estimators': [160]}"
11,sigma,i_01cl,ii_random,des_random_3,iii_gbrt,0.009,0.962,0.000,0.766,0.000,0.714,"{'learning_rate': [0.079], 'max_depth': [8], 'max_features': [60], 'max_leaf_nodes': [10], 'n_estimators': [150]}"
12,sigma,i_01cl,ii_random,des_random_4,iii_gbrt,0.008,0.971,0.000,0.731,0.000,0.714,"{'learning_rate': [0.11], 'max_depth': [4], 'max_features': [35], 'max_leaf_nodes': [16], 'n_estimators': [130]}"
13,sigma,i_01cd,ii_corr,150,iii_gbrt,0.002,0.998,0.000,0.729,0.000,0.714,"{'learning_rate': [0.12], 'max_depth': [6], 'max_features': [55], 'max_leaf_nodes': [44], 'n_estimators': [90]}"
14,sigma,i_12a,ii_random,des_random_3,iii_gbrt,0.017,0.881,0.000,0.731,0.000,0.712,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [10], 'max_leaf_nodes': [8], 'n_estimators': [240]}"
15,sigma,i_01cg,ii_corr,150,iii_gbrt,0.008,0.969,0.000,0.745,0.000,0.711,"{'learning_rate': [0.095], 'max_depth': [6], 'max_features': [60], 'max_leaf_nodes': [14], 'n_estimators': [100]}"
16,sigma,i_01cl,ii_random,des_random_7,iii_lgbm,0.006,0.984,0.000,0.727,0.000,0.711,"{'learning_rate': [0.12], 'max_depth': [8], 'n_estimators': [140], 'num_leaves': [20]}"
17,sigma,i_01cl,ii_random,des_random_8,iii_lgbm,0.007,0.977,0.000,0.714,0.000,0.710,"{'learning_rate': [0.1], 'max_depth': [12], 'n_estimators': [130], 'num_leaves': [20]}"
18,sigma,i_01cg,ii_mlr,mlr_ff_multifinal,iii_gbrt,0.002,0.997,0.000,0.743,0.000,0.709,"{'learning_rate': [0.029], 'max_depth': [6], 'max_features': [25], 'max_leaf_nodes': [16], 'n_estimators': [810]}"
19,sigma,i_01cn,ii_mlr,mlr_ff_multifinal,iii_gbrt,0.009,0.968,0.000,0.765,0.000,0.709,"{'learning_rate': [0.079], 'max_depth': [6], 'max_features': [63], 'max_leaf_nodes': [10], 'n_estimators': [190]}"
20,sigma,i_01cg,ii_corr,200,iii_gbrt,0.003,0.996,0.000,0.736,0.000,0.708,"{'learning_rate': [0.043], 'max_depth': [6], 'max_features': [25], 'max_leaf_nodes': [22], 'n_estimators': [350]}"
21,sigma,i_01cl,ii_random,des_random_6,iii_gbrt,0.005,0.991,0.000,0.722,0.000,0.707,"{'learning_rate': [0.089], 'max_depth': [6], 'max_features': [25], 'max_leaf_nodes': [20], 'n_estimators': [130]}"
22,sigma,i_12a,ii_corr,55,iii_gbrt,0.015,0.904,0.000,0.740,0.000,0.707,"{'learning_rate': [0.1], 'max_depth': [4], 'max_features': [10], 'max_leaf_nodes': [14], 'n_estimators': [250]}"
23,sigma,i_12a,ii_corr,70,iii_gbrt,0.015,0.897,0.000,0.756,0.000,0.706,"{'learning_rate': [0.14], 'max_depth': [6], 'max_features': [10], 'max_leaf_nodes': [10], 'n_estimators': [150]}"
24,sigma,i_01cg,ii_random,des_random_5,iii_gbrt,0.006,0.983,0.000,0.743,0.000,0.705,"{'learning_rate': [0.076], 'max_depth': [6], 'max_features': [35], 'max_leaf_nodes': [20], 'n_estimators': [110]}"
25,sigma,i_01cl,ii_random,des_random_9,iii_lgbm,0.007,0.980,0.000,0.749,0.000,0.703,"{'learning_rate': [0.1], 'max_depth': [14], 'n_estimators': [130], 'num_leaves': [20]}"
26,sigma,i_01cg,ii_random,des_random_1,iii_gbrt,0.005,0.990,0.000,0.727,0.000,0.702,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [16], 'n_estimators': [210]}"
27,sigma,i_01cl,ii_rf,rf_ff_final,iii_rf,0.013,0.926,0.000,0.718,0.000,0.701,"{'max_depth': [20], 'max_features': [21], 'max_leaf_nodes': [50], 'n_estimators': [1410]}"
28,sigma,i_01cn,ii_rf,rf_ff_final,iii_gbrt,0.006,0.986,0.000,0.755,0.000,0.701,"{'learning_rate': [0.087], 'max_depth': [6], 'max_features': [5], 'max_leaf_nodes': [20], 'n_estimators': [160]}"
29,sigma,i_01cg,ii_random,des_random_4,iii_gbrt,0.004,0.992,0.000,0.743,0.000,0.701,"{'learning_rate': [0.084], 'max_depth': [8], 'max_features': [10], 'max_leaf_nodes': [22], 'n_estimators': [150]}"
30,sigma,i_13a,ii_corr,55,iii_lgbm,0.017,0.873,0.000,0.744,0.000,0.700,"{'learning_rate': [0.13], 'max_depth': [10], 'n_estimators': [120], 'num_leaves': [20]}"
31,sigma,i_01cl,ii_random,des_random_1,iii_gbrt,0.006,0.983,0.000,0.728,0.000,0.700,"{'learning_rate': [0.1], 'max_depth': [6], 'max_features': [35], 'max_leaf_nodes': [14], 'n_estimators': [130]}"
32,sigma,i_12a,ii_la,la_ff_final,iii_gbrt,0.014,0.914,0.000,0.738,0.000,0.699,"{'learning_rate': [0.09], 'max_depth': [4], 'max_features': [15], 'max_leaf_nodes': [14], 'n_estimators': [250]}"
33,sigma,i_12a,ii_rf,rf_ff_final,iii_gbrt,0.014,0.914,0.000,0.738,0.000,0.699,"{'learning_rate': [0.09], 'max_depth': [4], 'max_features': [15], 'max_leaf_nodes': [14], 'n_estimators': [250]}"
34,sigma,i_13a,ii_random,des_random_1,iii_lgbm,0.016,0.891,0.000,0.725,0.000,0.699,"{'learning_rate': [0.066], 'max_depth': [12], 'n_estimators': [200], 'num_leaves': [20]}"
35,sigma,i_01cl,ii_random,des_random_0,iii_gbrt,0.012,0.933,0.000,0.707,0.000,0.698,"{'learning_rate': [0.12], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [8], 'n_estimators': [110]}"
36,sigma,i_12a,ii_corr,60,iii_gbrt,0.014,0.912,0.000,0.736,0.000,0.698,"{'learning_rate': [0.11], 'max_depth': [4], 'max_features': [10], 'max_leaf_nodes': [14], 'n_estimators': [270]}"
37,sigma,i_01cl,ii_random,des_random_4,iii_lgbm,0.008,0.972,0.000,0.706,0.000,0.698,"{'learning_rate': [0.09], 'max_depth': [16], 'n_estimators': [130], 'num_leaves': [20]}"
38,sigma,i_12a,ii_random,des_random_3,iii_lgbm,0.016,0.884,0.000,0.739,0.000,0.697,"{'learning_rate': [0.097], 'max_depth': [10], 'n_estimators': [180], 'num_leaves': [20]}"
39,sigma,i_12a,ii_mlr,mlr_ff_multifinal,iii_gbrt,0.014,0.913,0.000,0.727,0.000,0.697,"{'learning_rate': [0.09], 'max_depth': [4], 'max_features': [45], 'max_leaf_nodes': [16], 'n_estimators': [170]}"
40,sigma,i_01cn,ii_la,la_ff_final,iii_gbrt,0.010,0.957,0.000,0.754,0.000,0.696,"{'learning_rate': [0.091], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [10], 'n_estimators': [160]}"
41,sigma,i_02cl,ii_rf,rf_ff_final,iii_gbrt,0.011,0.945,0.000,0.720,0.000,0.695,"{'learning_rate': [0.079], 'max_depth': [4], 'max_features': [80], 'max_leaf_nodes': [16], 'n_estimators': [210]}"
42,sigma,i_12a,ii_la,la_ff_final,iii_lgbm,0.015,0.898,0.000,0.735,0.000,0.695,"{'learning_rate': [0.097], 'max_depth': [14], 'n_estimators': [150], 'num_leaves': [20]}"
43,sigma,i_12a,ii_rf,rf_ff_final,iii_lgbm,0.015,0.898,0.000,0.735,0.000,0.695,"{'learning_rate': [0.097], 'max_depth': [14], 'n_estimators': [150], 'num_leaves': [20]}"
44,sigma,i_12a,ii_random,des_random_8,iii_gbrt,0.014,0.911,0.000,0.756,0.000,0.695,"{'learning_rate': [0.073], 'max_depth': [6], 'max_features': [10], 'max_leaf_nodes': [10], 'n_estimators': [350]}"
45,sigma,i_01cp,ii_random,des_random_1,iii_gbrt,0.002,0.998,0.000,0.768,0.000,0.695,"{'learning_rate': [0.065], 'max_depth': [6], 'max_features': [35], 'max_leaf_nodes': [26], 'n_estimators': [250]}"
46,sigma,i_01cl,ii_mlr,mlr_ff_multifinal,iii_rf,0.012,0.932,0.000,0.706,0.000,0.695,"{'max_depth': [18], 'max_features': [133], 'max_leaf_nodes': [50], 'n_estimators': [1650]}"
47,sigma,i_12a,ii_random,des_random_4,iii_gbrt,0.015,0.902,0.000,0.736,0.000,0.694,"{'learning_rate': [0.089], 'max_depth': [4], 'max_features': [40], 'max_leaf_nodes': [8], 'n_estimators': [330]}"
48,sigma,i_01cl,ii_corr,150,iii_lgbm,0.009,0.966,0.000,0.735,0.000,0.693,"{'learning_rate': [0.072], 'max_depth': [12], 'n_estimators': [130], 'num_leaves': [20]}"
49,sigma,i_01cg,ii_random,des_random_6,iii_gbrt,0.007,0.980,0.000,0.739,0.000,0.693,"{'learning_rate': [0.077], 'max_depth': [6], 'max_features': [10], 'max_leaf_nodes': [20], 'n_estimators': [150]}"
50,sigma,i_01cn,ii_random,des_random_4,iii_gbrt,0.014,0.918,0.000,0.756,0.000,0.693,"{'learning_rate': [0.075], 'max_depth': [6], 'max_features': [25], 'max_leaf_nodes': [10], 'n_estimators': [120]}"
51,sigma,i_01cg,ii_corr,200,iii_lgbm,0.001,0.999,0.000,0.731,0.000,0.692,"{'learning_rate': [0.09], 'max_depth': [16], 'n_estimators': [470], 'num_leaves': [20]}"
52,sigma,i_01cd,ii_random,des_random_1,iii_gbrt,0.005,0.988,0.000,0.724,0.000,0.692,"{'learning_rate': [0.12], 'max_depth': [6], 'max_features': [40], 'max_leaf_nodes': [26], 'n_estimators': [70]}"
53,sigma,i_01cg,ii_la,la_ff_final,iii_lgbm,0.002,0.999,0.000,0.730,0.000,0.691,"{'learning_rate': [0.099], 'max_depth': [14], 'n_estimators': [330], 'num_leaves': [20]}"
54,sigma,i_01cg,ii_rf,rf_ff_final,iii_lgbm,0.002,0.999,0.000,0.730,0.000,0.691,"{'learning_rate': [0.099], 'max_depth': [14], 'n_estimators': [330], 'num_leaves': [20]}"
55,sigma,i_01cl,ii_random,des_random_0,iii_lgbm,0.012,0.939,0.000,0.703,0.000,0.691,"{'learning_rate': [0.095], 'max_depth': [12], 'n_estimators': [70], 'num_leaves': [20]}"
56,sigma,i_01cn,ii_mlr,mlr_ff_multifinal,iii_rf,0.013,0.924,0.000,0.742,0.000,0.691,"{'max_depth': [20], 'max_features': [55], 'max_leaf_nodes': [50], 'n_estimators': [1940]}"
57,sigma,i_01cl,ii_random,des_random_2,iii_rf,0.013,0.922,0.000,0.705,0.000,0.690,"{'max_depth': [28], 'max_features': [30], 'max_leaf_nodes': [50], 'n_estimators': [1340]}"
58,sigma,i_01cl,ii_random,des_random_5,iii_lgbm,0.009,0.968,0.000,0.736,0.000,0.690,"{'learning_rate': [0.08], 'max_depth': [12], 'n_estimators': [130], 'num_leaves': [20]}"
59,sigma,i_01cg,ii_corr,100,iii_gbrt,0.011,0.951,0.000,0.750,0.000,0.690,"{'learning_rate': [0.08], 'max_depth': [6], 'max_features': [60], 'max_leaf_nodes': [12], 'n_estimators': [120]}"
60,sigma,i_01cl,ii_random,des_random_6,iii_rf,0.014,0.917,0.000,0.688,0.000,0.690,"{'max_depth': [16], 'max_features': [40], 'max_leaf_nodes': [50], 'n_estimators': [80]}"
61,sigma,i_01cg,ii_la,la_ff_final,iii_gbrt,0.006,0.984,0.000,0.740,0.000,0.689,"{'learning_rate': [0.066], 'max_depth': [6], 'max_features': [5], 'max_leaf_nodes': [22], 'n_estimators': [180]}"
62,sigma,i_01cg,ii_rf,rf_ff_final,iii_gbrt,0.006,0.984,0.000,0.740,0.000,0.689,"{'learning_rate': [0.066], 'max_depth': [6], 'max_features': [5], 'max_leaf_nodes': [22], 'n_estimators': [180]}"
63,sigma,i_01cg,ii_random,des_random_5,iii_lgbm,0.001,1.000,0.000,0.722,0.000,0.689,"{'learning_rate': [0.18], 'max_depth': [14], 'n_estimators': [310], 'num_leaves': [20]}"
64,sigma,i_01cd,ii_la,la_ff_final,iii_gbrt,0.007,0.981,0.000,0.700,0.000,0.689,"{'learning_rate': [0.11], 'max_depth': [8], 'max_features': [15], 'max_leaf_nodes': [16], 'n_estimators': [120]}"
65,sigma,i_12a,ii_random,des_random_7,iii_lgbm,0.018,0.864,0.000,0.707,0.000,0.688,"{'learning_rate': [0.1], 'max_depth': [10], 'n_estimators': [170], 'num_leaves': [20]}"
66,sigma,i_01cg,ii_mlr,mlr_ff_multifinal,iii_lgbm,0.001,1.000,0.000,0.742,0.000,0.688,"{'learning_rate': [0.2], 'max_depth': [12], 'n_estimators': [210], 'num_leaves': [20]}"
67,sigma,i_13a,ii_corr,70,iii_gbrt,0.006,0.983,0.000,0.766,0.000,0.687,"{'learning_rate': [0.12], 'max_depth': [8], 'max_features': [20], 'max_leaf_nodes': [16], 'n_estimators': [260]}"
68,sigma,i_01cl,ii_corr,200,iii_rf,0.013,0.928,0.000,0.702,0.000,0.686,"{'max_depth': [20], 'max_features': [165], 'max_leaf_nodes': [50], 'n_estimators': [1290]}"
69,sigma,i_01cn,ii_la,la_ff_final,iii_lgbm,0.011,0.943,0.000,0.746,0.000,0.686,"{'learning_rate': [0.094], 'max_depth': [14], 'n_estimators': [100], 'num_leaves': [20]}"
70,sigma,i_13a,ii_corr,70,iii_lgbm,0.016,0.886,0.000,0.757,0.000,0.686,"{'learning_rate': [0.06], 'max_depth': [12], 'n_estimators': [170], 'num_leaves': [20]}"
71,sigma,i_12a,ii_random,des_random_4,iii_lgbm,0.017,0.872,0.000,0.715,0.000,0.686,"{'learning_rate': [0.089], 'max_depth': [10], 'n_estimators': [150], 'num_leaves': [20]}"
72,sigma,i_13a,ii_la,la_ff_final,iii_lgbm,0.017,0.878,0.000,0.742,0.000,0.685,"{'learning_rate': [0.084], 'max_depth': [14], 'n_estimators': [90], 'num_leaves': [20]}"
73,sigma,i_13a,ii_rf,rf_ff_final,iii_lgbm,0.017,0.878,0.000,0.742,0.000,0.685,"{'learning_rate': [0.084], 'max_depth': [14], 'n_estimators': [90], 'num_leaves': [20]}"
74,sigma,i_12a,ii_random,des_random_5,iii_gbrt,0.019,0.838,0.000,0.717,0.000,0.685,"{'learning_rate': [0.096], 'max_depth': [6], 'max_features': [10], 'max_leaf_nodes': [6], 'n_estimators': [260]}"
75,sigma,i_13a,ii_random,des_random_4,iii_lgbm,0.015,0.900,0.000,0.731,0.000,0.684,"{'learning_rate': [0.1], 'max_depth': [12], 'n_estimators': [160], 'num_leaves': [20]}"
76,sigma,i_01cn,ii_random,des_random_3,iii_gbrt,0.001,1.000,0.000,0.739,0.000,0.684,"{'learning_rate': [0.087], 'max_depth': [6], 'max_features': [25], 'max_leaf_nodes': [28], 'n_estimators': [270]}"
77,sigma,i_01cd,ii_mlr,mlr_ff_multifinal,iii_lgbm,0.008,0.973,0.000,0.729,0.000,0.684,"{'learning_rate': [0.1], 'max_depth': [14], 'n_estimators': [100], 'num_leaves': [20]}"
78,sigma,i_01cl,ii_random,des_random_6,iii_lgbm,0.013,0.927,0.000,0.706,0.000,0.683,"{'learning_rate': [0.073], 'max_depth': [14], 'n_estimators': [80], 'num_leaves': [20]}"
79,sigma,i_01cd,ii_mlr,mlr_ff_multifinal,iii_gbrt,0.009,0.968,0.000,0.758,0.000,0.683,"{'learning_rate': [0.089], 'max_depth': [6], 'max_features': [20], 'max_leaf_nodes': [16], 'n_estimators': [90]}"
80,sigma,i_01cl,ii_random,des_random_5,iii_gbrt,0.015,0.904,0.000,0.732,0.000,0.682,"{'learning_rate': [0.16], 'max_depth': [2], 'max_features': [65], 'max_leaf_nodes': [4], 'n_estimators': [230]}"
81,sigma,i_01cd,ii_corr,200,iii_gbrt,0.010,0.960,0.000,0.745,0.000,0.682,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [20], 'max_leaf_nodes': [14], 'n_estimators': [100]}"
82,sigma,i_12a,ii_random,des_random_6,iii_gbrt,0.017,0.872,0.000,0.695,0.000,0.682,"{'learning_rate': [0.091], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [8], 'n_estimators': [240]}"
83,sigma,i_01cl,ii_corr,100,iii_gbrt,0.016,0.884,0.000,0.717,0.000,0.681,"{'learning_rate': [0.08], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [8], 'n_estimators': [120]}"
84,sigma,i_13a,ii_corr,60,iii_gbrt,0.018,0.857,0.000,0.718,0.000,0.681,"{'learning_rate': [0.14], 'max_depth': [6], 'max_features': [20], 'max_leaf_nodes': [6], 'n_estimators': [160]}"
85,sigma,i_01cn,ii_random,des_random_6,iii_rf,0.014,0.920,0.000,0.727,0.000,0.681,"{'max_depth': [22], 'max_features': [60], 'max_leaf_nodes': [50], 'n_estimators': [120]}"
86,sigma,i_01cl,ii_random,des_random_1,iii_rf,0.013,0.921,0.000,0.688,0.000,0.680,"{'max_depth': [18], 'max_features': [40], 'max_leaf_nodes': [50], 'n_estimators': [1760]}"
87,sigma,i_01cl,ii_random,des_random_3,iii_lgbm,0.006,0.986,0.000,0.729,0.000,0.680,"{'learning_rate': [0.09], 'max_depth': [12], 'n_estimators': [170], 'num_leaves': [20]}"
88,sigma,i_01cl,ii_random,des_random_7,iii_rf,0.014,0.918,0.000,0.692,0.000,0.680,"{'max_depth': [28], 'max_features': [35], 'max_leaf_nodes': [50], 'n_estimators': [1470]}"
89,sigma,i_01cn,ii_random,des_random_3,iii_rf,0.014,0.917,0.000,0.726,0.000,0.680,"{'max_depth': [24], 'max_features': [60], 'max_leaf_nodes': [50], 'n_estimators': [1520]}"
90,sigma,i_01cn,ii_random,des_random_6,iii_lgbm,0.013,0.930,0.000,0.744,0.000,0.680,"{'learning_rate': [0.064], 'max_depth': [8], 'n_estimators': [110], 'num_leaves': [20]}"
91,sigma,i_01cl,ii_random,des_random_1,iii_lgbm,0.005,0.988,0.000,0.721,0.000,0.680,"{'learning_rate': [0.088], 'max_depth': [12], 'n_estimators': [190], 'num_leaves': [20]}"
92,sigma,i_01cg,ii_random,des_random_9,iii_lgbm,0.006,0.982,0.000,0.733,0.000,0.680,"{'learning_rate': [0.094], 'max_depth': [14], 'n_estimators': [160], 'num_leaves': [20]}"
93,sigma,i_01cp,ii_mlr,mlr_ff_multifinal,iii_lgbm,0.010,0.957,0.000,0.745,0.000,0.680,"{'learning_rate': [0.088], 'max_depth': [14], 'n_estimators': [80], 'num_leaves': [20]}"
94,sigma,i_13a,ii_random,des_random_1,iii_gbrt,0.016,0.885,0.000,0.736,0.000,0.680,"{'learning_rate': [0.087], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [10], 'n_estimators': [180]}"
95,sigma,i_01cd,ii_random,des_random_2,iii_lgbm,0.013,0.930,0.000,0.734,0.000,0.679,"{'learning_rate': [0.063], 'max_depth': [14], 'n_estimators': [100], 'num_leaves': [20]}"
96,sigma,i_01cd,ii_random,des_random_2,iii_gbrt,0.008,0.971,0.000,0.734,0.000,0.679,"{'learning_rate': [0.079], 'max_depth': [8], 'max_features': [15], 'max_leaf_nodes': [16], 'n_estimators': [130]}"
97,sigma,i_01cp,ii_corr,200,iii_lgbm,0.010,0.958,0.000,0.735,0.000,0.679,"{'learning_rate': [0.051], 'max_depth': [14], 'n_estimators': [140], 'num_leaves': [20]}"
98,sigma,i_01cg,ii_random,des_random_8,iii_lgbm,0.002,0.998,0.000,0.738,0.000,0.679,"{'learning_rate': [0.076], 'max_depth': [16], 'n_estimators': [480], 'num_leaves': [20]}"
99,sigma,i_01cl,ii_corr,150,iii_rf,0.013,0.924,0.000,0.699,0.000,0.679,"{'max_depth': [28], 'max_features': [137], 'max_leaf_nodes': [50], 'n_estimators': [1590]}"
100,sigma,i_12a,ii_random,des_random_3,iii_rf,0.019,0.850,0.000,0.717,0.000,0.678,"{'max_depth': [14], 'max_features': [20], 'max_leaf_nodes': [50], 'n_estimators': [1600]}"
101,sigma,i_01cl,ii_rf,rf_ff_final,iii_gbrt,0.009,0.965,0.000,0.707,0.000,0.678,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [5], 'max_leaf_nodes': [14], 'n_estimators': [130]}"
102,sigma,i_01cg,ii_random,des_random_5,iii_rf,0.014,0.915,0.000,0.718,0.000,0.678,"{'max_depth': [22], 'max_features': [50], 'max_leaf_nodes': [50], 'n_estimators': [80]}"
103,sigma,i_01cn,ii_random,des_random_3,iii_lgbm,0.010,0.958,0.000,0.729,0.000,0.678,"{'learning_rate': [0.09], 'max_depth': [12], 'n_estimators': [130], 'num_leaves': [20]}"
104,sigma,i_01cl,ii_random,des_random_9,iii_rf,0.014,0.920,0.000,0.702,0.000,0.678,"{'max_depth': [18], 'max_features': [60], 'max_leaf_nodes': [50], 'n_estimators': [1590]}"
105,sigma,i_01cg,ii_random,des_random_3,iii_gbrt,0.009,0.965,0.000,0.768,0.000,0.678,"{'learning_rate': [0.099], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [14], 'n_estimators': [100]}"
106,sigma,i_01cn,ii_random,des_random_2,iii_gbrt,0.012,0.935,0.000,0.737,0.000,0.677,"{'learning_rate': [0.088], 'max_depth': [6], 'max_features': [25], 'max_leaf_nodes': [12], 'n_estimators': [100]}"
107,sigma,i_12a,ii_la,la_ff_final,iii_rf,0.018,0.860,0.000,0.714,0.000,0.677,"{'max_depth': [22], 'max_features': [25], 'max_leaf_nodes': [50], 'n_estimators': [1790]}"
108,sigma,i_12a,ii_rf,rf_ff_final,iii_rf,0.018,0.860,0.000,0.714,0.000,0.677,"{'max_depth': [22], 'max_features': [25], 'max_leaf_nodes': [50], 'n_estimators': [1790]}"
109,sigma,i_01cn,ii_random,des_random_6,iii_gbrt,0.007,0.976,0.000,0.731,0.000,0.677,"{'learning_rate': [0.12], 'max_depth': [6], 'max_features': [20], 'max_leaf_nodes': [14], 'n_estimators': [110]}"
110,sigma,i_02cg,ii_rf,rf_ff_final,iii_gbrt,0.010,0.959,0.000,0.686,0.000,0.677,"{'learning_rate': [0.17], 'max_depth': [6], 'max_features': [70], 'max_leaf_nodes': [12], 'n_estimators': [120]}"
111,sigma,i_01cp,ii_corr,200,iii_gbrt,0.003,0.995,0.000,0.742,0.000,0.676,"{'learning_rate': [0.1], 'max_depth': [6], 'max_features': [100], 'max_leaf_nodes': [18], 'n_estimators': [150]}"
112,sigma,i_01cg,ii_corr,150,iii_lgbm,0.000,1.000,0.000,0.713,0.000,0.676,"{'learning_rate': [0.04], 'max_depth': [18], 'n_estimators': [2080], 'num_leaves': [20]}"
113,sigma,i_01cg,ii_random,des_random_2,iii_lgbm,0.004,0.991,0.000,0.713,0.000,0.676,"{'learning_rate': [0.1], 'max_depth': [14], 'n_estimators': [220], 'num_leaves': [20]}"
114,sigma,i_01cd,ii_random,des_random_6,iii_gbrt,0.012,0.939,0.000,0.756,0.000,0.676,"{'learning_rate': [0.1], 'max_depth': [6], 'max_features': [20], 'max_leaf_nodes': [10], 'n_estimators': [110]}"
115,sigma,i_01cg,ii_random,des_random_1,iii_lgbm,0.006,0.983,0.000,0.732,0.000,0.676,"{'learning_rate': [0.11], 'max_depth': [8], 'n_estimators': [190], 'num_leaves': [20]}"
116,sigma,i_13a,ii_random,des_random_5,iii_rf,0.017,0.881,0.000,0.746,0.000,0.676,"{'max_depth': [16], 'max_features': [40], 'max_leaf_nodes': [50], 'n_estimators': [2110]}"
117,sigma,i_12a,ii_mlr,mlr_ff_multifinal,iii_lgbm,0.016,0.884,0.000,0.726,0.000,0.675,"{'learning_rate': [0.088], 'max_depth': [12], 'n_estimators': [140], 'num_leaves': [20]}"
118,sigma,i_02a,ii_corr,80,iii_gbrt,0.016,0.883,0.000,0.680,0.000,0.675,"{'learning_rate': [0.13], 'max_depth': [6], 'max_features': [15], 'max_leaf_nodes': [12], 'n_estimators': [90]}"
119,sigma,i_01cn,ii_mlr,mlr_ff_multifinal,iii_lgbm,0.014,0.909,0.000,0.735,0.000,0.675,"{'learning_rate': [0.052], 'max_depth': [8], 'n_estimators': [100], 'num_leaves': [20]}"
120,sigma,i_13a,ii_corr,45,iii_lgbm,0.020,0.826,0.000,0.715,0.000,0.675,"{'learning_rate': [0.084], 'max_depth': [12], 'n_estimators': [110], 'num_leaves': [20]}"
121,sigma,i_01cn,ii_rf,rf_ff_final,iii_rf,0.013,0.921,0.000,0.748,0.000,0.675,"{'max_depth': [18], 'max_features': [20], 'max_leaf_nodes': [50], 'n_estimators': [120]}"
122,sigma,i_13a,ii_la,la_ff_final,iii_gbrt,0.010,0.957,0.000,0.733,0.000,0.675,"{'learning_rate': [0.097], 'max_depth': [6], 'max_features': [5], 'max_leaf_nodes': [38], 'n_estimators': [130]}"
123,sigma,i_13a,ii_rf,rf_ff_final,iii_gbrt,0.010,0.957,0.000,0.733,0.000,0.675,"{'learning_rate': [0.097], 'max_depth': [6], 'max_features': [5], 'max_leaf_nodes': [38], 'n_estimators': [130]}"
124,sigma,i_01cg,ii_random,des_random_2,iii_gbrt,0.004,0.992,0.000,0.707,0.000,0.675,"{'learning_rate': [0.09], 'max_depth': [6], 'max_features': [10], 'max_leaf_nodes': [32], 'n_estimators': [110]}"
125,sigma,i_01cl,ii_corr,80,iii_gbrt,0.015,0.901,0.000,0.709,0.000,0.675,"{'learning_rate': [0.055], 'max_depth': [6], 'max_features': [10], 'max_leaf_nodes': [10], 'n_estimators': [170]}"
